board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender
Never Summer Chairman,https://thegoodride.com/snowboard-reviews/never-summer-chairman-2015-2020-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Good,Average,Good,"['2015', '2020']",mens
Never Summer Dipstick,https://thegoodride.com/snowboard-reviews/never-summer-dipstick-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,['2020'],mens
Never Summer East,https://thegoodride.com/snowboard-reviews/never-summer-east-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Heavy,Poor,Excellent,Excellent,Excellent,Average,Average,Average,Poor,Poor,['2020'],mens
Never Summer Funslinger,https://thegoodride.com/snowboard-reviews/never-summer-funslinger-2015-2020--snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Average,Great,Excellent,Great,Great,Great,"['2015', '2020']",mens
Never Summer Harpoon,https://thegoodride.com/snowboard-reviews/never-summer-harpoon-2021-snowboard-review,None,Alternative Freeride,Beginner - Expert,"< 8, 8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Good,Good,Good,['2021'],mens
Never Summer Heritage,https://thegoodride.com/snowboard-reviews/never-summer-heritage-2010-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, > 12",USA by Never Summer,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,"['2010', '2019']",mens
Never Summer Insta Gator,https://thegoodride.com/snowboard-reviews/never-summer-insta-gator-2017-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Great,Average,Good,Average,Average,"['2017', '2020']",mens
Never Summer Maverix,https://thegoodride.com/snowboard-reviews/never-summer-maverix-2017-2020-snowboard-review,Pretty Good,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Average,Average,Average,Good,"['2017', '2020']",mens
Never Summer Peacemaker,https://thegoodride.com/snowboard-reviews/never-summer-peacemaker-2019-2020-snowboard-review,Loved it!,All Mountain,Beginner - Expert,8-10,USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Good,"['2019', '2020']",mens
Never Summer Proto Slinger,https://thegoodride.com/snowboard-reviews/never-summer-proto-slinger-2021-snowboard-review,None,Freestyle,Intermediate - Expert,"< 8, 8-10, 10-12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Great,Great,Great,['2021'],mens
Never Summer Proto Synthesis,https://thegoodride.com/snowboard-reviews/never-summer-proto-synthesis-2021-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Great,Great,Great,Great,Great,Average,Great,['2021'],mens
Never Summer Proto Type Two,https://thegoodride.com/snowboard-reviews/never-summer-proto-type-two-2016-2020-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Excellent,Good,Great,"['2016', '2020']",mens
Never Summer Ripsaw,https://thegoodride.com/snowboard-reviews/never-summer-ripsaw-2014-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Great,Great,Good,Great,Great,Average,Great,"['2014', '2019']",mens
Never Summer Shaper Twin,https://thegoodride.com/snowboard-reviews/never-summer-shaper-twin-2018-2021-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Good,Good,"['2018', '2021']",mens
Never Summer Snowtrooper,https://thegoodride.com/snowboard-reviews/never-summer-snowtrooper-2015-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",USA by Never Summer,Twinish,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Good,Good,"['2015', '2019']",mens
Never Summer Swift,https://thegoodride.com/snowboard-reviews/never-summer-swift-2016-2020-snowboard-review,Liked it!,Alternative Freeride,Beginner - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Poor,Good,Average,Good,"['2016', '2020']",mens
Never Summer Twenty Five,https://thegoodride.com/snowboard-reviews/never-summer-twenty-five-2017-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Average,Poor,Good,['2017'],mens
Never Summer Warlock,https://thegoodride.com/snowboard-reviews/never-summer-warlock-2017-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Average,Good,Great,Great,Good,Good,Good,"['2017', '2019']",mens
Never Summer West,https://thegoodride.com/snowboard-reviews/never-summer-west-2016-2019--snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Great,Average,Great,"['2016', '2019']",mens
Never Summer West Bound,https://thegoodride.com/snowboard-reviews/never-summer-west-bound-2019-2021-review,None,Freeride,Beginner - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Great,Average,Good,Average,Good,"['2019', '2021']",mens
Niche Aether,https://thegoodride.com/snowboard-reviews/niche-aether-2016-2020-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,10-12,None,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Great,"['2016', '2020']",mens
Niche Crux,https://thegoodride.com/snowboard-reviews/niche-crux-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,None,Directional Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Great,Great,Average,Great,['2020'],mens
Niche Maelstrom,https://thegoodride.com/snowboard-reviews/niche-maelstrom-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Great,Average,Great,['2020'],mens
Niche Pyre,https://thegoodride.com/snowboard-reviews/niche-pyre-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Good,Average,Good,Average,Good,"['2019', '2020']",mens
Niche Story,https://thegoodride.com/snowboard-reviews/niche-story-2015-2020-snowboard-review,Liked it!,All Mountain,Beginner - Expert,10-12,Austria by GST,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Great,Average,Excellent,"['2015', '2020']",mens
Niche Theme,https://thegoodride.com/snowboard-reviews/niche-theme-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,8-10,None,True Twin,Traditional Camber,Centered,Feels Light,Poor,Great,Great,Good,Good,Great,Great,Good,Good,['2019'],mens
Niche Wraith,https://thegoodride.com/snowboard-reviews/niche-wraith-2020-snowboard-review,None,Freestyle,Advanced - Expert,"< 8, 8-10, 10-12",None,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Great,Average,['2020'],mens
Nidecker Area,https://thegoodride.com/snowboard-reviews/nidecker-area-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"< 8, 8-10, 10-12",None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Poor,Good,Poor,Good,['2019'],mens
Nidecker Megalight,https://thegoodride.com/snowboard-reviews/nidecker-megalight-2010-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Switzerland,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,"['2010', '2018']",mens
Nidecker Mellow,https://thegoodride.com/snowboard-reviews/nidecker-mellow-2018-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Average,Poor,Average,Poor,Average,"['2018', '2020']",mens
Nidecker Platinum,https://thegoodride.com/snowboard-reviews/nidecker-platinum-2018-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"8-10, 10-12",Tunisia,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Average,Good,['2018'],mens
Nidecker Rave,https://thegoodride.com/snowboard-reviews/nidecker-rave-2018-snowoard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Good,Poor,Average,['2018'],mens
Nidecker The Donuts,https://thegoodride.com/snowboard-reviews/nidecker-the-donuts-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"< 8, 8-10",Tunnisia,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Excellent,Great,Good,Good,Poor,Average,Poor,Good,['2019'],mens
Nidecker The Mosquito,https://thegoodride.com/snowboard-reviews/nidecker-the-mosquito-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Heavy,Great,Great,Great,Good,Average,Poor,Average,Poor,Average,['2020'],mens
Nitro Cinema,https://thegoodride.com/snowboard-reviews/nitro-cinema-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Average,Average,Good,Good,Great,Good,Good,Good,['2020'],mens
Nitro Fury,https://thegoodride.com/snowboard-reviews/nitro-fury-quiver-2019-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,8-10,None,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Good,Excellent,Excellent,Average,Excellent,['2019'],mens
Nitro Mountain,https://thegoodride.com/snowboard-reviews/nitro-mountain-2016-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,10-12,None,Tapered Directional,Mostly Camber,Setback -15mm,Feels Normal,Good,Great,Great,Great,Average,Poor,Good,Poor,Good,"['2016', '2018']",mens
Nitro Quiver Cannon 173,https://thegoodride.com/snowboard-reviews/nitro-quiver-cannon-173-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Great,Excellent,Great,Excellent,Average,Poor,Average,Poor,Poor,['2020'],mens
Nitro Quiver Cannon 203,https://thegoodride.com/snowboard-reviews/nitro-quiver-cannon-203-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Excellent,Great,Great,Excellent,Average,Poor,Average,Poor,Poor,['2020'],mens
Nitro Quiver Squash,https://thegoodride.com/snowboard-reviews/nitro-quiver-squash-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Good,Great,Great,Average,Poor,Good,Poor,Average,['2018'],mens
Nitro Santoku,https://thegoodride.com/snowboard-reviews/nitro-santoku-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Traditional Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Good,['2020'],mens
Nitro Slash,https://thegoodride.com/snowboard-reviews/nitro-slash-quiver-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Good,['2019'],mens
Nitro  Team,https://thegoodride.com/snowboard-reviews/nitro-team-2010-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Traditional Camber,Setback -15mm,Feels Normal,Poor,Great,Great,Great,Good,Great,Great,Good,Great,"['2010', '2020']",mens
Nitro Team Gullwing,https://thegoodride.com/snowboard-reviews/nitro-team-gullwing-2011-2018-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, > 12",None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Good,Good,"['2011', '2018']",mens
Nitro Woodcarver,https://thegoodride.com/snowboard-reviews/nitro-woodcarver-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Good,Excellent,Excellent,Great,Good,Average,Good,Poor,Good,['2018'],mens
OZ ATS,https://thegoodride.com/snowboard-reviews/oz-ats-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,8-10,USA-Colorado,Asymmetrical Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Good,Great,Excellent,Good,Good,Good,[],mens
OZ Custom Woody,https://thegoodride.com/snowboard-reviews/oz-custom-woody-2016-2018-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by OZ,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2016', '2018']",mens
OZ Fantasy Blaster,https://thegoodride.com/snowboard-reviews/oz-fantasy-blaster-snowboard-review,None,Freeride,Intermediate - Expert,"8-10, 10-12",USA-Colorado,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Great,Great,Average,Good,Good,Good,[],mens
OZ Woody,https://thegoodride.com/snowboard-reviews/oz-woody-2015-2017-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA-Colorado,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2015', '2017']",mens
Prior Legacy,https://thegoodride.com/snowboard-reviews/prior-legacy-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Canada by Prior,Tapered Directional,Directional Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Good,Poor,Poor,"['2019', '2020']",mens
Prior Slasher,https://thegoodride.com/snowboard-reviews/prior-slasher-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Canada by Prior,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Good,"['2019', '2020']",mens
Prior Spearhead,https://thegoodride.com/snowboard-reviews/prior-spearhead-2020-2021-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Canada by Prior,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Average,"['2020', '2021']",mens
Prior Wildcard,https://thegoodride.com/snowboard-reviews/prior-wildcard-2019-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",Canada by Prior,True Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Great,Good,Great,"['2019', '2020']",mens
Ride Algorhythm,https://thegoodride.com/snowboard-reviews/ride-algorhythm-2020-snowboard-review,None,All Mountain,Intermediate - Expert,"8-10, 10-12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Great,['2020'],mens
Ride  Berzerker,https://thegoodride.com/snowboard-reviews/ride-berzerker-2012-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Average,Good,Poor,Great,"['2012', '2020']",mens
Ride Burnout,https://thegoodride.com/snowboard-reviews/ride-burnout-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Average,Great,['2020'],mens
Ride Crook,https://thegoodride.com/snowboard-reviews/ride-crook-review-and-buying-advice,Liked it!,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Average,Average,Great,Good,Great,Average,[],mens
Ride Helix,https://thegoodride.com/snowboard-reviews/ride-helix-2015-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Excellent,Great,Average,Great,"['2015', '2019']",mens
Ride Kink,https://thegoodride.com/snowboard-reviews/ride-kink-2018-2019-snowboard-review,Loved it!,Jib / Street,Beginner - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Excellent,Average,"['2018', '2019']",mens
Ride Machete,https://thegoodride.com/snowboard-reviews/ride-machete-2010-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Great,Excellent,Great,Good,Average,Good,"['2010', '2019']",mens
Ride Machete GT,https://thegoodride.com/snowboard-reviews/ride-machete-gt-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Average,Great,Average,Good,"['2013', '2019']",mens
Ride Mtnpig,https://thegoodride.com/snowboard-reviews/ride-mtnpig-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Good,Good,Poor,Good,['2019'],mens
Ride Superpig,https://thegoodride.com/snowboard-reviews/ride-superpig-2020-snowboard-review,Not for us,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",China,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Good,Great,Good,Good,Good,Great,Average,Average,['2020'],mens
Ride Timeless,https://thegoodride.com/snowboard-reviews/ride-timeless-2017-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Light,Great,Great,Great,Excellent,Good,Average,Good,Poor,Good,"['2017', '2019']",mens
Ride Twinpig,https://thegoodride.com/snowboard-reviews/ride-twinpig-2019-2020-snowboard-review,Loved it!,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12, > 12",China,Asymmetrical Twin,Hybrid Camber,Centered,Feels Light,Good,Great,Good,Good,Good,Excellent,Great,Good,Good,"['2019', '2020']",mens
Ride Warpig,https://thegoodride.com/snowboard-reviews/ride-warpig-2017-2019-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",China,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Good,Good,Average,Good,Good,Good,Good,Average,"['2017', '2019']",mens
Ride Wild Life,https://thegoodride.com/snowboard-reviews/ride-wild-life-2013-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Good,Great,Good,Good,Good,Average,Good,"['2013', '2019']",mens
Rome  Agent Rocker,https://thegoodride.com/snowboard-reviews/rome-agent-rocker-2010-2017-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",Taiwan,Twinish,Mostly Camber,Centered,Feels Normal,Poor,Excellent,Excellent,Great,Good,Good,Great,Average,Great,"['2010', '2017']",mens
Rome Blur,https://thegoodride.com/snowboard-reviews/rome-blur-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,8-10,Taiwan,Directional,Mostly Camber,Setback -20mm,Feels Light,Average,Great,Great,Great,Good,Average,Good,Poor,Great,['2017'],mens
Rome Marshal,https://thegoodride.com/snowboard-reviews/rome-marshal-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,Directional Twin,Flat,Centered,Feels Normal,Poor,Good,Good,Great,Good,Great,Great,Good,Good,['2018'],mens
Rome Mod Rocker,https://thegoodride.com/snowboard-reviews/rome-mod-rocker-2012-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Good,Good,Great,Great,Good,Good,"['2012', '2018']",mens
Rome Mountain Division,https://thegoodride.com/snowboard-reviews/rome-mountain-division-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Canada,Directional,Mostly Camber,Centered,Feels Light,Good,Great,Great,Great,Good,Average,Good,Poor,Good,[],mens
Rome National,https://thegoodride.com/snowboard-reviews/rome-national-2018-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Good,Great,Great,Average,Good,"['2018', '2020']",mens
Rome Powder Division MT,https://thegoodride.com/snowboard-reviews/rome-powder-division-mt-2017-2019-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Great,Poor,Good,Average,Average,"['2017', '2019']",mens
Rome Ravine,https://thegoodride.com/snowboard-reviews/rome-ravine-2019-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback -15mm,Feels Light,Good,Great,Great,Average,Good,Good,Good,Average,Good,['2019'],mens
Rome Sawtooth,https://thegoodride.com/snowboard-reviews/rome-sawtooth-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,10-12,None,Directional,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Average,Good,Poor,Good,['2017'],mens
Rome Warden,https://thegoodride.com/snowboard-reviews/rome-warden-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Good,Great,Great,Good,Good,Good,Good,Average,Great,['2020'],mens
Rossignol Angus,https://thegoodride.com/snowboard-reviews/rossignol-angus-2010-2019-snowboard-review,It´s OK,All Mountain,Intermediate - Expert,"8-10, 10-12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -15mm,Feels Normal,Good,Average,Average,Good,Good,Good,Good,Good,Great,"['2010', '2019']",mens
Rossignol Jibsaw,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-2012-2018-snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan or China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,"['2012', '2018']",mens
Rossignol Jibsaw Heavy Duty,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-heavy-duty-2017-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,8-10,China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,['2017'],mens
Rossignol  Krypto,https://thegoodride.com/snowboard-reviews/rossignol-krypto-2012-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China or Taiwan,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Average,Average,Average,Poor,Average,"['2012', '2019']",mens
Rossignol One LF,https://thegoodride.com/snowboard-reviews/rossignol-one-lf-2010-2019-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -12.5mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Average,Great,"['2010', '2019']",mens
Rossignol Retox,https://thegoodride.com/snowboard-reviews/rossignol-retox-2010-2019-snowboard-review,Liked it!,Freestyle,Advanced - Expert,8-10,Taiwan or China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Good,Great,Good,Great,Good,"['2010', '2019']",mens
Rossignol Templar,https://thegoodride.com/snowboard-reviews/rossignol-templar-2013-2019-snowboard-review,Liked it!,All Mountain,Beginner - Intermediate,"8-10, 10-12",Taiwan or China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Average,Good,Great,"['2013', '2019']",mens
Rossignol XV,https://thegoodride.com/snowboard-reviews/rossignol-xv-2014-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",Taiwan or China,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Average,Average,Poor,Average,"['2014', '2020']",mens
Rossignol XV Sashimi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sashimi-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Great,Poor,Good,Average,Good,['2020'],mens
Rossignol XV Sushi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sushi-2018-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,"['2018', '2020']",mens
Salomon Assassin,https://thegoodride.com/snowboard-reviews/salomon-assassin-2014-2019-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Good,Good,Great,Great,Good,Great,"['2014', '2019']",mens
Salomon Assassin Pro,https://thegoodride.com/snowboard-reviews/salomon-assassin-pro-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"< 8, 8-10, 10-12",None,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Average,Great,Great,Average,Great,['2019'],mens
Salomon First Call,https://thegoodride.com/snowboard-reviews/salomon-first-call-2018-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Great,Good,Good,Average,Good,['2018'],mens
